State,Temperature_Above_Avg,High_Rainfall,High_Humidity,Insecticide_Use,Health_Facilities_Adequate,Vaccination_Rate_High,High_Population_Density,Mosquito_Net_Coverage_High,Malaria_Outbreak,Malaria_diagnosis
Kerala,21.6,406.9,87,39.8,49.1,98.2,1803,33.8,59.9,The person is affected with Malaria 😷
Kerala,31.8,434.4,51,41.4,0.9,56.3,1795,47.5,73.6,The person is affected with Malaria 😷
Kerala,21.6,394.7,67,96.1,44.3,38.9,1121,98.3,19.9,The person is affected with Malaria 😷
Kerala,27.1,492.4,42,40.1,55.6,88.3,325,99.4,1.2,The person is not affected with Malaria 😊
Kerala,27.6,161.8,86,57.4,82.0,85.5,1709,25.3,89.3,The person is not affected with Malaria 😊
Kerala,25.2,242.7,44,17.3,39.2,73.5,1093,39.1,31.2,The person is not affected with Malaria 😊
Kerala,38.4,323.6,62,62.0,71.6,52.7,1862,0.2,35.9,The person is not affected with Malaria 😊
Kerala,30.4,413.2,94,74.8,8.0,62.4,252,78.0,88.1,The person is not affected with Malaria 😊
Kerala,32.1,318.9,100,28.4,14.7,18.5,413,98.5,63.0,The person is not affected with Malaria 😊
Kerala,25.7,379.2,75,97.4,90.3,35.9,1465,17.8,58.7,The person is not affected with Malaria 😊
Kerala,35.4,77.5,40,24.8,77.0,73.6,1812,68.6,95.5,The person is affected with Malaria 😷
Kerala,33.5,422.0,41,86.3,32.9,9.0,1649,18.4,53.2,The person is affected with Malaria 😷
Kerala,20.7,169.1,65,29.5,18.9,48.1,602,7.5,19.9,The person is not affected with Malaria 😊
Kerala,35.4,263.7,58,46.9,43.3,76.7,1505,48.1,74.8,The person is affected with Malaria 😷
Kerala,34.5,163.7,76,83.0,57.2,78.8,1275,97.8,41.2,The person is affected with Malaria 😷
Kerala,26.7,236.7,56,43.9,95.4,75.6,512,75.6,94.7,The person is not affected with Malaria 😊
Kerala,34.0,328.7,95,41.7,62.5,33.5,1665,96.1,3.6,The person is affected with Malaria 😷
Kerala,30.0,421.1,56,49.1,98.7,40.8,1248,20.3,27.0,The person is affected with Malaria 😷
Kerala,22.1,453.7,91,42.4,66.0,93.1,1853,70.5,79.0,The person is not affected with Malaria 😊
Kerala,29.4,495.8,78,70.2,58.8,34.8,1504,73.9,62.2,The person is affected with Malaria 😷
Kerala,33.3,277.3,89,45.7,81.0,37.1,1984,10.7,5.5,The person is not affected with Malaria 😊
Kerala,30.2,113.8,46,10.0,4.6,38.7,597,76.4,62.7,The person is not affected with Malaria 😊
Kerala,29.7,127.0,46,38.4,96.9,30.2,416,2.8,67.7,The person is not affected with Malaria 😊
Kerala,25.4,133.7,95,39.4,70.1,30.0,542,27.6,32.1,The person is affected with Malaria 😷
Kerala,23.2,245.3,86,91.3,96.5,89.8,1906,7.0,17.3,The person is affected with Malaria 😷
Kerala,35.0,302.6,54,38.5,75.5,13.5,1939,10.9,32.7,The person is affected with Malaria 😷
Kerala,27.8,138.8,42,93.9,36.9,36.0,1328,44.6,66.6,The person is affected with Malaria 😷
Kerala,22.6,345.9,48,82.1,50.6,4.8,1749,76.9,0.4,The person is not affected with Malaria 😊
Kerala,31.8,419.8,65,46.7,33.8,52.0,646,75.9,61.9,The person is not affected with Malaria 😊
Kerala,38.7,88.0,78,24.5,71.9,22.9,933,34.1,29.3,The person is not affected with Malaria 😊
Kerala,20.1,163.4,98,32.6,57.6,56.6,1223,61.1,43.0,The person is affected with Malaria 😷
Kerala,27.3,222.5,75,51.9,39.5,10.8,560,20.9,71.9,The person is affected with Malaria 😷
Kerala,31.9,320.9,84,62.4,21.2,75.4,1163,50.5,44.9,The person is not affected with Malaria 😊
Kerala,24.5,381.1,97,39.2,94.8,15.3,459,56.4,61.6,The person is not affected with Malaria 😊
Kerala,32.3,56.1,97,68.6,86.5,57.9,1833,89.9,12.4,The person is not affected with Malaria 😊
Kerala,36.1,154.6,99,96.8,7.2,45.3,654,80.0,31.3,The person is affected with Malaria 😷
Madhya Pradesh,36.4,58.6,97,47.4,7.6,44.8,1557,42.1,94.7,The person is affected with Malaria 😷
Madhya Pradesh,39.3,414.6,83,69.0,81.1,63.3,1273,24.5,15.9,The person is not affected with Malaria 😊
Madhya Pradesh,32.8,440.4,63,0.9,76.3,65.9,1552,42.8,75.4,The person is not affected with Malaria 😊
Madhya Pradesh,25.1,372.7,53,12.6,71.9,91.7,870,93.6,49.1,The person is not affected with Malaria 😊
Madhya Pradesh,29.2,411.7,87,8.6,18.5,25.2,816,18.4,94.1,The person is affected with Malaria 😷
Madhya Pradesh,36.3,190.1,54,64.4,14.7,11.4,1190,27.6,9.9,The person is affected with Malaria 😷
Madhya Pradesh,30.3,468.7,80,54.6,47.3,56.4,123,15.6,62.4,The person is affected with Malaria 😷
Madhya Pradesh,31.8,223.3,86,94.5,97.7,20.7,1584,51.6,73.1,The person is affected with Malaria 😷
Madhya Pradesh,32.7,499.4,94,53.8,99.1,79.1,1358,26.4,8.0,The person is not affected with Malaria 😊
Madhya Pradesh,32.3,140.7,67,20.6,73.3,31.6,1344,91.7,71.5,The person is affected with Malaria 😷
Madhya Pradesh,39.4,100.5,93,17.5,21.6,58.9,1570,11.7,99.2,The person is affected with Malaria 😷
Madhya Pradesh,27.8,494.0,74,67.6,83.4,94.7,1567,47.8,24.0,The person is affected with Malaria 😷
Madhya Pradesh,25.8,268.7,91,3.0,48.2,31.5,1169,83.9,44.8,The person is not affected with Malaria 😊
Madhya Pradesh,35.9,257.7,56,71.6,84.6,46.8,1380,6.7,88.3,The person is not affected with Malaria 😊
Madhya Pradesh,21.3,299.2,87,47.2,0.2,12.9,682,18.1,58.7,The person is affected with Malaria 😷
Madhya Pradesh,20.2,245.0,86,99.6,17.7,56.3,311,46.8,52.0,The person is not affected with Malaria 😊
Madhya Pradesh,34.3,79.7,81,35.6,47.7,20.9,1893,19.1,80.8,The person is not affected with Malaria 😊
Madhya Pradesh,35.4,70.6,60,61.6,51.4,41.5,154,47.7,60.5,The person is affected with Malaria 😷
Madhya Pradesh,31.9,289.8,59,10.5,94.4,2.4,1369,5.0,57.1,The person is affected with Malaria 😷
Madhya Pradesh,29.0,331.6,63,52.3,80.3,80.5,1438,42.8,0.4,The person is affected with Malaria 😷
Madhya Pradesh,24.8,71.0,66,70.1,92.3,98.9,421,27.8,71.9,The person is affected with Malaria 😷
Madhya Pradesh,30.2,109.2,71,31.0,5.6,92.2,483,12.7,29.7,The person is affected with Malaria 😷
Madhya Pradesh,36.7,55.4,78,93.2,47.4,22.1,1753,57.1,46.6,The person is not affected with Malaria 😊
Madhya Pradesh,27.8,198.3,64,57.3,5.8,59.9,1722,39.1,29.7,The person is not affected with Malaria 😊
Madhya Pradesh,22.2,96.9,66,11.1,90.0,81.5,1480,83.2,79.3,The person is not affected with Malaria 😊
Madhya Pradesh,37.2,248.8,80,81.7,52.9,11.4,1226,84.7,1.9,The person is affected with Malaria 😷
Madhya Pradesh,32.4,451.1,68,98.2,34.8,43.4,981,41.7,52.6,The person is not affected with Malaria 😊
Madhya Pradesh,29.1,291.0,48,74.9,14.4,36.3,1177,12.8,92.8,The person is affected with Malaria 😷
Madhya Pradesh,24.4,311.6,70,0.5,83.9,86.2,1865,49.0,64.7,The person is affected with Malaria 😷
Madhya Pradesh,22.3,376.1,52,57.7,91.0,44.9,1978,49.9,95.2,The person is affected with Malaria 😷
Madhya Pradesh,27.9,78.9,49,34.6,58.2,53.8,782,62.8,95.4,The person is not affected with Malaria 😊
Madhya Pradesh,34.6,129.0,54,40.8,51.4,51.3,1920,5.3,51.0,The person is affected with Malaria 😷
Madhya Pradesh,36.4,262.3,49,63.1,17.2,32.8,1341,36.6,7.7,The person is affected with Malaria 😷
Madhya Pradesh,25.3,393.3,97,49.8,34.2,29.2,189,71.0,63.4,The person is affected with Malaria 😷
Madhya Pradesh,27.7,292.8,40,39.9,47.1,75.2,1508,73.9,46.3,The person is affected with Malaria 😷
Madhya Pradesh,29.6,409.4,82,15.7,16.7,24.1,1057,36.6,26.7,The person is not affected with Malaria 😊
Madhya Pradesh,27.5,499.0,66,64.9,3.6,30.1,738,35.8,49.7,The person is affected with Malaria 😷
Madhya Pradesh,29.7,277.1,83,66.5,7.0,34.4,618,88.5,67.1,The person is not affected with Malaria 😊
Madhya Pradesh,39.9,430.3,44,57.5,53.1,26.2,246,39.4,33.4,The person is not affected with Malaria 😊
Madhya Pradesh,33.6,177.5,89,0.5,58.8,27.8,1099,63.4,89.1,The person is not affected with Malaria 😊
Madhya Pradesh,36.0,340.9,53,16.7,45.6,24.0,723,24.2,48.8,The person is affected with Malaria 😷
Madhya Pradesh,26.7,239.2,65,52.9,56.3,83.6,1544,90.0,51.7,The person is affected with Malaria 😷
Madhya Pradesh,37.2,333.8,41,97.3,2.8,48.9,1218,28.6,79.4,The person is affected with Malaria 😷
Madhya Pradesh,36.7,157.9,46,8.1,69.8,32.1,1135,39.3,17.2,The person is not affected with Malaria 😊
Madhya Pradesh,28.7,83.2,73,64.5,30.0,92.6,543,42.4,16.5,The person is affected with Malaria 😷
Madhya Pradesh,21.8,101.7,49,61.4,83.1,13.4,192,23.1,27.6,The person is not affected with Malaria 😊
Madhya Pradesh,25.3,391.7,81,0.3,57.8,35.5,1491,38.9,68.2,The person is not affected with Malaria 😊
Madhya Pradesh,32.0,189.5,86,23.0,38.2,30.3,1883,95.1,27.8,The person is affected with Malaria 😷
Madhya Pradesh,26.3,312.9,43,79.3,2.6,38.9,1817,93.8,70.1,The person is not affected with Malaria 😊
Madhya Pradesh,21.4,315.0,42,0.8,64.3,8.4,940,20.1,35.4,The person is not affected with Malaria 😊
Madhya Pradesh,23.8,172.0,71,29.7,15.4,97.7,133,13.6,33.0,The person is affected with Malaria 😷
Madhya Pradesh,20.0,413.5,92,68.0,67.4,4.3,388,44.4,35.5,The person is affected with Malaria 😷
Madhya Pradesh,35.9,482.6,41,47.8,42.7,17.9,1713,37.2,22.7,The person is affected with Malaria 😷
Madhya Pradesh,21.7,323.8,94,81.6,21.6,72.5,1528,30.6,5.1,The person is affected with Malaria 😷
Madhya Pradesh,40.0,413.7,72,77.6,41.9,28.7,1369,71.9,80.7,The person is not affected with Malaria 😊
Madhya Pradesh,23.9,140.6,67,54.6,31.7,57.1,647,68.5,51.1,The person is not affected with Malaria 😊
Madhya Pradesh,39.2,354.4,100,3.4,59.5,4.5,1795,95.8,5.4,The person is not affected with Malaria 😊
Madhya Pradesh,36.7,267.3,71,75.3,57.8,77.4,1371,12.6,0.4,The person is affected with Malaria 😷
Madhya Pradesh,30.7,205.6,72,37.3,30.3,84.6,1300,34.9,93.6,The person is affected with Malaria 😷
Madhya Pradesh,20.2,306.0,66,43.0,69.0,16.3,1997,68.5,72.4,The person is not affected with Malaria 😊
Madhya Pradesh,21.2,455.8,66,71.5,86.9,42.4,391,56.9,94.1,The person is affected with Malaria 😷
Madhya Pradesh,39.3,98.5,55,10.0,56.4,95.6,1995,16.7,98.5,The person is not affected with Malaria 😊
Madhya Pradesh,30.9,302.1,98,8.2,49.6,58.3,1310,8.7,88.0,The person is affected with Malaria 😷
Madhya Pradesh,37.1,403.5,57,21.7,100.0,73.1,1152,44.9,99.9,The person is affected with Malaria 😷
Madhya Pradesh,36.6,445.1,72,61.6,66.5,74.4,473,76.1,44.1,The person is not affected with Malaria 😊
Madhya Pradesh,24.9,433.1,63,77.9,66.2,68.3,687,4.8,86.6,The person is affected with Malaria 😷
Madhya Pradesh,20.7,147.0,55,42.1,74.6,92.5,1568,35.3,53.3,The person is not affected with Malaria 😊
Madhya Pradesh,26.8,171.8,47,1.2,38.1,52.1,175,77.4,77.8,The person is affected with Malaria 😷
Madhya Pradesh,25.8,215.5,56,96.3,67.3,40.8,229,13.8,7.3,The person is not affected with Malaria 😊
Madhya Pradesh,39.5,399.8,86,43.6,64.5,88.3,764,58.2,2.8,The person is affected with Malaria 😷
Madhya Pradesh,26.3,120.4,58,82.2,97.2,18.8,189,81.9,83.4,The person is not affected with Malaria 😊
Madhya Pradesh,23.5,130.1,64,13.4,5.3,39.2,1099,34.3,22.8,The person is affected with Malaria 😷
Madhya Pradesh,32.0,252.0,59,18.3,11.7,48.3,1044,25.3,23.3,The person is affected with Malaria 😷
Madhya Pradesh,21.2,341.6,76,40.5,38.5,21.4,1011,16.1,76.1,The person is affected with Malaria 😷
Madhya Pradesh,34.2,349.5,94,73.3,21.7,46.7,492,56.5,86.1,The person is affected with Malaria 😷
Madhya Pradesh,27.3,266.4,54,24.0,12.2,36.2,1706,92.1,57.2,The person is affected with Malaria 😷
Madhya Pradesh,25.4,461.6,54,40.3,53.4,79.3,1107,71.8,61.0,The person is affected with Malaria 😷
Madhya Pradesh,25.6,432.5,59,85.2,75.1,62.4,1744,37.2,41.0,The person is not affected with Malaria 😊
Madhya Pradesh,32.5,190.9,72,21.2,2.1,94.0,1249,49.0,28.9,The person is not affected with Malaria 😊
Madhya Pradesh,20.8,442.6,52,85.2,81.9,27.5,518,18.2,69.5,The person is affected with Malaria 😷
Madhya Pradesh,30.4,332.4,71,12.1,13.4,23.6,864,69.4,22.4,The person is affected with Malaria 😷
Madhya Pradesh,26.6,479.7,86,99.1,3.6,32.5,598,71.7,14.7,The person is not affected with Malaria 😊
Madhya Pradesh,35.3,87.0,94,25.6,42.5,93.2,136,37.1,77.7,The person is affected with Malaria 😷
Madhya Pradesh,26.3,478.3,84,92.2,48.7,85.6,1301,56.1,77.6,The person is affected with Malaria 😷
Madhya Pradesh,28.0,223.7,41,49.9,84.0,18.4,148,72.7,32.6,The person is not affected with Malaria 😊
Madhya Pradesh,32.5,305.7,92,64.7,3.9,22.7,666,44.1,46.9,The person is not affected with Malaria 😊
Madhya Pradesh,21.7,383.9,71,71.0,52.6,8.9,544,54.7,15.8,The person is not affected with Malaria 😊
Madhya Pradesh,28.8,104.3,41,6.0,65.8,95.3,1544,92.9,76.7,The person is not affected with Malaria 😊
Madhya Pradesh,30.7,375.8,93,63.8,90.7,88.2,1107,23.4,3.4,The person is affected with Malaria 😷
Madhya Pradesh,23.2,255.3,97,80.1,18.6,50.5,419,79.3,75.8,The person is affected with Malaria 😷
Madhya Pradesh,22.4,381.9,83,36.8,63.3,10.7,727,1.5,78.1,The person is affected with Malaria 😷
Madhya Pradesh,23.0,204.4,89,21.9,22.9,84.9,1133,52.1,21.1,The person is not affected with Malaria 😊
Madhya Pradesh,30.5,146.3,50,13.7,88.4,16.8,316,57.1,60.3,The person is not affected with Malaria 😊
Madhya Pradesh,39.3,101.1,52,35.1,76.1,15.1,971,6.4,70.2,The person is affected with Malaria 😷
Madhya Pradesh,36.9,468.4,40,23.0,54.2,69.9,1856,93.7,57.3,The person is not affected with Malaria 😊
Maharashtra,33.0,190.3,59,13.0,4.8,1.5,1536,43.4,4.2,The person is not affected with Malaria 😊
Maharashtra,26.5,361.5,47,4.6,74.1,14.7,988,34.3,2.8,The person is not affected with Malaria 😊
Maharashtra,32.4,325.3,71,42.8,21.1,55.1,1462,96.4,80.6,The person is affected with Malaria 😷
Maharashtra,35.5,464.9,54,28.0,32.5,22.3,1606,62.4,93.9,The person is not affected with Malaria 😊
Maharashtra,25.3,210.0,81,0.2,17.2,59.4,1761,16.8,55.8,The person is affected with Malaria 😷
Maharashtra,31.9,50.0,50,2.7,87.7,3.7,999,87.0,47.3,The person is affected with Malaria 😷
Maharashtra,37.3,252.9,94,24.5,16.5,88.8,187,2.1,81.9,The person is affected with Malaria 😷
Maharashtra,33.4,436.1,70,9.6,41.4,44.0,676,41.5,48.0,The person is not affected with Malaria 😊
Maharashtra,22.3,369.9,40,52.3,89.8,45.9,1447,94.2,0.7,The person is affected with Malaria 😷
Maharashtra,30.9,340.1,84,61.2,9.2,9.2,1397,92.8,92.4,The person is affected with Malaria 😷
Maharashtra,31.2,427.0,54,64.3,35.3,80.2,1720,20.5,90.4,The person is affected with Malaria 😷
Maharashtra,32.3,318.7,88,22.2,49.6,91.4,480,33.8,77.5,The person is affected with Malaria 😷
Maharashtra,28.2,358.6,51,83.0,25.6,31.3,380,53.5,6.7,The person is not affected with Malaria 😊
Maharashtra,25.3,394.4,68,75.6,37.9,15.2,1070,86.5,36.3,The person is not affected with Malaria 😊
Maharashtra,26.9,199.8,55,73.2,26.4,99.0,1781,66.5,11.4,The person is not affected with Malaria 😊
Maharashtra,20.1,101.1,82,33.8,16.9,73.3,200,17.2,53.7,The person is not affected with Malaria 😊
Maharashtra,25.1,281.7,88,94.3,27.3,86.6,1877,76.6,35.8,The person is affected with Malaria 😷
Maharashtra,26.9,324.4,80,33.8,27.4,44.7,1708,1.5,37.4,The person is not affected with Malaria 😊
Maharashtra,20.6,123.6,60,21.3,98.5,23.7,1034,9.4,37.2,The person is not affected with Malaria 😊
Maharashtra,25.9,368.6,44,45.7,80.1,37.8,873,58.7,90.7,The person is not affected with Malaria 😊
Maharashtra,31.9,140.3,45,57.2,20.1,90.0,527,69.2,91.8,The person is not affected with Malaria 😊
Maharashtra,39.8,108.3,59,9.7,14.9,45.5,1923,89.4,23.4,The person is not affected with Malaria 😊
Maharashtra,25.0,259.2,53,95.5,4.3,79.1,1353,82.5,20.7,The person is not affected with Malaria 😊
Maharashtra,22.9,497.6,91,33.2,13.2,11.1,1831,88.5,92.9,The person is affected with Malaria 😷
Maharashtra,32.9,282.2,41,51.5,82.5,20.8,1842,81.4,85.3,The person is affected with Malaria 😷
Maharashtra,36.1,182.1,51,28.5,91.8,85.7,1003,29.9,83.3,The person is not affected with Malaria 😊
Maharashtra,38.7,348.5,85,28.8,82.9,76.0,1570,57.1,99.7,The person is affected with Malaria 😷
Maharashtra,22.4,265.8,71,29.2,6.2,24.1,918,37.4,33.1,The person is affected with Malaria 😷
Maharashtra,38.6,492.3,67,54.9,88.3,16.0,1102,95.0,39.8,The person is not affected with Malaria 😊
Maharashtra,33.3,150.4,69,14.9,46.8,39.0,381,69.8,79.6,The person is affected with Malaria 😷
Maharashtra,27.7,346.1,63,27.3,39.7,33.9,620,68.3,19.9,The person is affected with Malaria 😷
Maharashtra,37.8,142.1,83,59.6,58.2,89.1,666,7.3,68.1,The person is not affected with Malaria 😊
Maharashtra,23.3,335.3,66,99.1,99.9,88.5,1334,17.3,28.9,The person is not affected with Malaria 😊
Maharashtra,20.0,431.7,71,19.7,88.3,49.7,1795,4.9,29.4,The person is affected with Malaria 😷
Maharashtra,37.7,268.0,44,14.2,51.2,22.8,337,56.2,79.9,The person is affected with Malaria 😷
Maharashtra,30.6,70.7,52,58.1,24.3,78.5,823,17.5,85.6,The person is not affected with Malaria 😊
Maharashtra,30.7,251.6,69,21.4,91.3,40.2,1640,68.8,76.8,The person is not affected with Malaria 😊
Maharashtra,25.6,333.0,79,84.1,91.8,57.4,1373,65.6,65.3,The person is affected with Malaria 😷
Maharashtra,32.4,126.1,93,32.7,6.9,63.1,1322,24.9,78.6,The person is not affected with Malaria 😊
Maharashtra,36.4,126.7,89,0.1,67.3,25.0,222,62.0,2.4,The person is not affected with Malaria 😊
Maharashtra,34.6,262.7,40,68.3,22.1,45.2,311,89.8,59.6,The person is affected with Malaria 😷
Maharashtra,33.3,89.4,58,31.8,43.2,41.2,106,4.2,95.0,The person is affected with Malaria 😷
Maharashtra,20.0,186.9,54,71.7,62.7,55.9,549,22.6,7.6,The person is affected with Malaria 😷
Maharashtra,34.0,494.8,83,67.8,73.5,29.6,514,90.9,81.8,The person is affected with Malaria 😷
Maharashtra,22.3,146.9,45,98.1,38.8,89.5,1302,13.7,69.6,The person is not affected with Malaria 😊
Maharashtra,25.8,188.9,93,17.6,82.9,14.5,1473,4.4,21.5,The person is affected with Malaria 😷
Maharashtra,37.2,74.2,42,54.5,22.7,54.9,635,6.2,13.8,The person is affected with Malaria 😷
Maharashtra,33.6,416.2,52,36.0,83.1,67.5,685,62.5,25.7,The person is not affected with Malaria 😊
Maharashtra,29.4,268.7,44,63.7,11.4,20.2,276,93.0,64.4,The person is not affected with Malaria 😊
Maharashtra,23.2,113.3,72,65.9,74.7,62.1,1315,81.0,19.3,The person is not affected with Malaria 😊
Maharashtra,24.3,253.9,90,17.9,56.5,2.9,1988,48.2,70.2,The person is not affected with Malaria 😊
Maharashtra,22.8,464.9,46,13.7,72.6,92.1,662,37.1,6.9,The person is affected with Malaria 😷
Maharashtra,34.8,379.0,82,17.9,84.1,38.4,1352,30.7,71.7,The person is affected with Malaria 😷
Maharashtra,39.1,401.1,56,74.4,84.5,65.2,730,61.2,71.1,The person is not affected with Malaria 😊
Maharashtra,32.8,289.6,41,57.3,97.9,34.8,1226,62.3,92.2,The person is affected with Malaria 😷
Maharashtra,38.7,418.4,47,53.1,94.6,30.1,312,21.3,63.1,The person is not affected with Malaria 😊
Maharashtra,30.6,487.1,96,73.9,29.1,25.8,661,69.1,65.3,The person is affected with Malaria 😷
Maharashtra,36.0,248.3,81,45.5,71.8,43.4,230,30.0,46.5,The person is not affected with Malaria 😊
Maharashtra,39.7,376.3,62,81.4,4.6,7.3,1341,46.2,91.3,The person is not affected with Malaria 😊
Maharashtra,27.7,153.1,94,42.7,42.2,54.5,1696,81.9,30.4,The person is affected with Malaria 😷
Maharashtra,27.2,206.0,90,6.0,73.7,89.0,1751,44.9,80.7,The person is not affected with Malaria 😊
Maharashtra,35.1,142.9,77,95.9,74.7,33.1,999,64.2,91.0,The person is not affected with Malaria 😊
Maharashtra,33.3,142.5,72,31.7,34.3,24.0,1727,16.9,71.3,The person is not affected with Malaria 😊
Maharashtra,27.2,258.0,93,12.6,26.9,72.5,719,12.0,31.1,The person is affected with Malaria 😷
Maharashtra,24.8,476.5,94,14.7,82.7,35.4,477,28.9,23.8,The person is not affected with Malaria 😊
Maharashtra,34.0,475.2,41,3.6,62.8,41.9,222,70.2,3.6,The person is affected with Malaria 😷
Maharashtra,31.7,117.6,42,98.9,50.1,76.6,766,29.7,78.1,The person is affected with Malaria 😷
Maharashtra,30.8,257.5,87,29.0,91.7,84.3,376,52.7,66.3,The person is affected with Malaria 😷
Maharashtra,28.0,75.7,87,13.6,53.9,42.9,1453,26.9,69.4,The person is not affected with Malaria 😊
Maharashtra,25.3,338.0,81,90.3,56.2,29.3,159,70.1,66.0,The person is not affected with Malaria 😊
Maharashtra,24.5,175.0,59,92.7,8.5,71.8,1350,26.7,62.9,The person is not affected with Malaria 😊
Maharashtra,20.9,417.9,61,61.2,45.2,45.3,1342,1.1,76.3,The person is not affected with Malaria 😊
Maharashtra,28.3,372.6,81,37.6,46.1,86.4,1535,56.1,86.9,The person is not affected with Malaria 😊
Manipur,22.2,322.3,78,34.6,32.3,64.1,1322,17.4,36.3,The person is not affected with Malaria 😊
